id,file,len_tokens,distinct1,distinct2,rouge1_f1,rouge2_f1,rougel_f1,bleu
0,gamma_content.json,505,0.4297029702970297,0.8630952380952381,1.0,1.0,1.0,1.0
1,gamma_content.json,567,0.4021164021164021,0.784452296819788,0.292910447761194,0.041121495327102804,0.13992537313432837,0.030734591042224806
2,gamma_content.json,296,0.41216216216216217,0.7559322033898305,0.2846441947565543,0.04755944931163955,0.1348314606741573,0.012568813637527116
3,gamma_content.json,189,0.5132275132275133,0.8776595744680851,0.2017291066282421,0.023121387283236993,0.12680115273775217,0.0019300801703198004
4,gamma_content.json,154,0.5584415584415584,0.9084967320261438,0.2003034901365706,0.0182648401826484,0.11532625189681335,0.0010364713904388357
5,gamma_content.json,205,0.5658536585365853,0.9166666666666666,0.23380281690140844,0.02542372881355932,0.1267605633802817,0.005684760417071666
